# Loan dataset based on the Kaggle Home Equity dataset
# Available at: https://www.kaggle.com/ajay1735/hmeq-data
#
# Context
# =======
# The consumer credit department of a bank wants to automate the decisionmaking
# process for approval of home equity lines of credit. To do this, they will
# follow the recommendations of the Equal Credit Opportunity Act to create an
# empirically derived and statistically sound credit scoring model. The model
# will be based on data collected from recent applicants granted credit through
# the current process of loan underwriting. The model will be built from
# predictive modeling tools, but the created model must be sufficiently
# interpretable to provide a reason for any adverse actions (rejections).
#
# Content
# =======
# The Home Equity dataset (HMEQ) contains baseline and loan performance
# information for 5,960 recent home equity loans. The target (BAD) is a binary
# variable indicating whether an applicant eventually defaulted or was
# seriously delinquent. This adverse outcome occurred in 1,189 cases (20%). For
# each applicant, 12 input variables were recorded. 
#
# Attributes
# ==========
# Name    Description
# TARGET  Label: 1 = client defaulted on loan - 0 = loan repaid
# LOAN    Amount of the loan request
# MORTDUE Amount due on existing mortgage
# VALUE   Value of current property
# YOJ     Years at present job
# DEROG   Number of major derogatory reports
# DELINQ  Number of delinquent credit lines
# CLAGE   Age of oldest trade line in months
# NINQ    Number of recent credit lines
# CLNO    Number of credit lines
# DEBTINC Debt-to-income ratio
#
TARGET,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,25900,201877.0,239546.0,6.0,0.0,0.0,134.85324273,0.0,42.0,40.398114335
0,16100,59734.0,93756.0,31.0,0.0,0.0,210.15893736,0.0,21.0,32.596219565
0,21700,58363.0,78411.0,5.0,0.0,0.0,104.17477035,0.0,16.0,38.188435476
0,17000,6778.0,60065.0,0.0,0.0,0.0,326.51841443,0.0,5.0,38.836601841
0,16400,119879.0,128546.0,16.0,0.0,0.0,182.99738116,0.0,17.0,40.850886838
0,13500,68262.0,93841.0,26.0,0.0,0.0,159.61701999,1.0,14.0,40.752980373
0,26900,47882.0,78854.0,11.0,0.0,0.0,132.34739209,0.0,19.0,41.130706684
0,32300,235343.0,45270.0,3.0,0.0,1.0,210.92240343,3.0,49.0,41.264805515
0,10600,56352.0,75277.0,5.0,0.0,0.0,98.377278192,2.0,15.0,26.242394306999998
0,15300,82439.0,99896.0,1.0,0.0,0.0,281.20032907,1.0,21.0,39.408871403
0,10600,83217.0,101359.0,1.0,0.0,0.0,54.746622005,2.0,24.0,40.76038718
0,32700,14955.0,38584.0,29.0,0.0,0.0,197.98631477,0.0,14.0,41.529096268
0,18500,14517.0,95150.0,11.0,0.0,0.0,272.03410245,0.0,22.0,27.478583036999996
0,8800,78953.0,93018.0,7.0,0.0,0.0,110.72312997,0.0,22.0,28.289429173000002
0,23100,95352.0,115077.0,24.0,0.0,0.0,253.32937133,0.0,26.0,39.816800565
0,15400,103934.0,113696.0,4.0,0.0,0.0,265.5863519,1.0,34.0,26.750403963000004
0,21400,113053.0,147467.0,11.0,0.0,2.0,219.15388030000003,0.0,24.0,41.824914424
0,15100,140193.0,176342.0,11.0,0.0,0.0,248.18841905,0.0,20.0,30.080158196
0,20400,52109.0,100316.0,0.0,0.0,4.0,166.93819992,0.0,46.0,35.526227509
0,11800,52104.0,61618.0,0.0,0.0,0.0,160.74993141,0.0,21.0,37.129512041999995
0,18100,18611.0,171194.0,5.0,0.0,0.0,313.03794532,0.0,26.0,27.199154011999997
0,34300,118911.0,168901.0,16.0,0.0,0.0,134.73402354,0.0,17.0,28.817515455
0,14100,51723.0,77207.0,21.0,0.0,0.0,199.53304804,0.0,15.0,25.092147219
0,15300,77069.0,104534.0,0.0,0.0,0.0,276.9242472,2.0,21.0,39.244599535
0,23500,133197.0,168990.0,8.0,1.0,0.0,214.28459938,0.0,19.0,36.642629039
0,22300,34326.0,103199.0,6.0,0.0,0.0,141.67702987,0.0,14.0,30.471798518000003
0,11100,50350.0,58837.0,6.0,0.0,0.0,80.843216818,0.0,10.0,28.793166271
0,14300,67018.0,81805.0,1.0,0.0,0.0,253.59245092,3.0,25.0,30.686218745999998
0,30600,78355.0,124426.0,11.0,0.0,0.0,81.223397569,1.0,34.0,25.942577765
0,9000,56162.0,75526.0,6.0,0.0,0.0,127.7869696,0.0,15.0,35.734056816
0,33000,227543.0,289091.0,3.0,0.0,0.0,203.94158615,0.0,29.0,17.425633477
0,28600,105907.0,156126.0,10.0,0.0,0.0,165.09073496,1.0,17.0,33.231300882
0,15700,58410.0,89082.0,29.0,0.0,0.0,211.80567437,0.0,21.0,31.058372506999998
0,10700,126751.0,184554.0,8.0,0.0,0.0,225.87035215,0.0,19.0,34.13705457
0,8600,66366.0,75957.0,8.0,0.0,0.0,72.916721072,2.0,25.0,39.660408739
0,18200,34593.0,56658.0,15.0,0.0,0.0,126.04800979,1.0,18.0,36.926634786
0,21200,70400.0,96999.0,14.0,0.0,0.0,135.26453705,0.0,13.0,38.823169631
0,26400,43781.0,66030.0,17.0,0.0,0.0,184.3849541,2.0,21.0,31.489905776
0,10700,85198.0,107044.0,0.0,0.0,0.0,66.758325469,0.0,19.0,36.846466819
0,24400,91316.0,147837.0,23.0,0.0,0.0,170.05674853,0.0,24.0,42.668454647
0,5700,100934.0,111496.0,23.0,0.0,0.0,117.49959288,0.0,12.0,38.750562668
0,12900,89510.0,102628.0,20.0,0.0,0.0,117.85717268,3.0,24.0,28.537354091999998
0,28900,135770.0,188368.0,0.0,1.0,0.0,229.75322241,2.0,19.0,40.631871388
0,26500,240782.0,267675.0,6.0,0.0,0.0,229.30702576,1.0,50.0,37.740918996
0,20700,140776.0,183621.0,7.0,0.0,0.0,315.37439124,0.0,17.0,43.85601978
0,18600,100144.0,153751.0,4.0,0.0,0.0,93.66217048899999,0.0,16.0,34.892733618
0,5500,71644.0,72696.0,4.0,2.0,0.0,150.86584513,0.0,22.0,40.442567785
0,22900,65017.0,88066.0,3.0,0.0,0.0,93.55292753299999,1.0,29.0,32.011079376
0,16300,105169.0,134992.0,1.0,0.0,0.0,277.99294556,0.0,46.0,41.949854504
0,13700,90714.0,120292.0,11.0,0.0,0.0,215.61201633,0.0,13.0,40.304301343
0,19100,58453.0,76731.0,15.0,1.0,0.0,203.14107643,1.0,21.0,36.228729628
0,14900,72637.0,103297.0,4.0,2.0,0.0,83.46608634100001,0.0,20.0,22.553039619
0,32800,189564.0,296728.0,27.0,0.0,0.0,155.53689674,0.0,23.0,38.05331686
0,8900,58839.0,81223.0,4.0,0.0,0.0,102.24646959,2.0,15.0,26.206409951999998
0,20600,114947.0,173502.0,4.0,0.0,0.0,219.33687955,4.0,24.0,40.543738916
0,5500,87765.0,101053.0,22.0,0.0,0.0,55.55804904399999,2.0,13.0,31.375542416
0,38900,200731.0,269450.0,3.0,0.0,0.0,237.34429659,0.0,32.0,29.294487897
0,2900,103949.0,112505.0,1.0,0.0,0.0,96.10232967,0.0,13.0,30.051136286
0,30900,189798.0,301984.0,28.0,0.0,0.0,150.91736328,0.0,22.0,37.236507841
0,13500,116123.0,145597.0,3.0,0.0,0.0,290.31077491,0.0,46.0,34.69906743
0,40500,66895.0,113770.0,14.0,0.0,0.0,188.14041683,0.0,22.0,38.085328131
0,10400,64336.0,77564.0,4.0,2.0,3.0,188.78007609,2.0,30.0,39.699980465
0,26100,150464.0,203202.0,10.0,0.0,0.0,248.48194525,1.0,33.0,43.112190673
0,8600,38646.0,54073.0,14.0,0.0,0.0,89.555852767,0.0,11.0,32.530256646
0,26100,80176.0,113247.0,9.0,0.0,1.0,294.75203341,1.0,29.0,33.19212531
0,65100,67389.0,142740.0,9.0,0.0,1.0,116.90610408,0.0,11.0,43.368718125
0,19700,19349.0,133226.0,9.0,0.0,0.0,342.31635733,1.0,9.0,40.147908351
0,33100,236847.0,46091.0,1.0,0.0,2.0,205.6506602,3.0,49.0,41.832674280999996
0,10700,124330.0,176350.0,8.0,0.0,0.0,222.63433925,1.0,19.0,33.964777335
0,7800,45391.0,61743.0,12.0,0.0,0.0,105.08759384,0.0,22.0,36.70541274
0,17800,56956.0,74305.0,0.0,0.0,0.0,187.18332939,0.0,24.0,31.817471916
0,12100,58556.0,76724.0,3.0,0.0,1.0,234.65854468,1.0,16.0,37.639252934
0,18800,166737.0,199303.0,9.0,0.0,0.0,270.88268753,1.0,38.0,25.532128786999998
0,18000,46865.0,61266.0,5.0,0.0,0.0,102.59467389,2.0,9.0,26.353753375
0,18600,38674.0,63641.0,23.0,0.0,0.0,245.04937197,0.0,13.0,25.180989842
0,26300,78851.0,109090.0,8.0,0.0,0.0,405.43042921,0.0,44.0,42.341626391999995
0,14300,85478.0,113372.0,9.0,0.0,0.0,190.75304367,1.0,36.0,40.778142317
0,12000,38130.0,68707.0,23.0,0.0,0.0,234.88798047,1.0,29.0,26.301236902
0,26500,77198.0,131090.0,0.0,0.0,0.0,312.90880367,0.0,24.0,37.830163787
0,64900,69786.0,148769.0,10.0,0.0,0.0,129.08447886,0.0,11.0,43.519942711000006
0,11500,70409.0,89099.0,9.0,0.0,0.0,169.40165199,0.0,11.0,40.174430056
0,18800,91731.0,125902.0,24.0,0.0,0.0,276.72742489999996,2.0,16.0,32.294304005
0,16800,50135.0,93772.0,5.0,0.0,0.0,126.48940505,2.0,21.0,35.856354886999995
0,17200,39316.0,66978.0,4.0,0.0,0.0,99.985975956,1.0,10.0,26.437084055
0,10200,46140.0,56206.0,8.0,1.0,0.0,115.78062817,1.0,25.0,22.313705146999997
0,26900,54071.0,85557.0,0.0,0.0,2.0,91.20997622799999,0.0,22.0,34.597191903
0,14400,34291.0,68444.0,6.0,0.0,0.0,262.07916362,1.0,15.0,21.981066451999997
0,33700,147522.0,198737.0,20.0,0.0,0.0,188.14935613,1.0,21.0,37.308536262
0,16200,76211.0,104348.0,0.0,0.0,0.0,141.04682436,1.0,18.0,33.334411917
0,25200,55283.0,103324.0,0.0,0.0,0.0,181.45136816,0.0,26.0,32.923860468
0,14000,50890.0,68722.0,8.0,0.0,1.0,135.76848539,2.0,49.0,29.448045526999998
0,9100,43249.0,52946.0,20.0,1.0,1.0,228.39633986,1.0,18.0,35.181840743
0,58100,42615.0,70584.0,4.0,0.0,0.0,102.29911691,0.0,20.0,28.525768936
0,19700,105135.0,147353.0,11.0,0.0,2.0,225.69612759,0.0,24.0,43.009650533
0,8700,93759.0,119459.0,24.0,0.0,0.0,138.09123004,1.0,12.0,38.729710894
0,27400,195497.0,246354.0,8.0,0.0,0.0,89.264427411,1.0,25.0,39.664822994
0,41700,59889.0,109250.0,16.0,0.0,0.0,187.13281076,0.0,22.0,36.968814443
0,9200,48130.0,62358.0,15.0,0.0,4.0,219.65713104,0.0,36.0,27.617063425
0,50100,48370.0,106233.0,8.0,0.0,0.0,193.65090514,3.0,36.0,39.935343568
0,13900,64356.0,88028.0,13.0,0.0,0.0,111.8099755,0.0,24.0,39.008508115
0,12100,46152.0,72773.0,0.0,0.0,0.0,270.48998006,0.0,20.0,29.495115994000003
0,11100,80922.0,95105.0,3.0,0.0,0.0,90.881292261,2.0,31.0,38.120810575
0,10500,53537.0,66674.0,4.0,0.0,0.0,83.503094799,2.0,11.0,37.098413449
0,23900,70694.0,95718.0,11.0,0.0,0.0,138.16735959,0.0,13.0,38.561206281
0,10200,86400.0,113698.0,11.0,0.0,1.0,181.54292704,0.0,27.0,35.031650879000004
0,8500,73208.0,88588.0,10.0,0.0,0.0,114.55258227,0.0,23.0,30.082488980999997
0,14500,52440.0,62150.0,4.0,0.0,0.0,174.67690038,0.0,13.0,27.191720909
0,8800,135899.0,202788.0,1.0,0.0,0.0,53.767621524,1.0,23.0,35.932025066
0,24000,17575.0,50375.0,23.0,0.0,0.0,135.76405083,0.0,11.0,22.981005100999997
0,22400,65502.0,104373.0,14.0,0.0,0.0,141.81282338,0.0,13.0,36.221943144
0,11800,65012.0,91614.0,26.0,0.0,0.0,171.88954687,2.0,13.0,42.488517052
0,33900,13154.0,62208.0,1.0,0.0,0.0,111.98065696,1.0,5.0,37.466977302
0,9800,49287.0,69831.0,2.0,0.0,0.0,182.99480622,2.0,16.0,29.713466905
0,24500,69615.0,94656.0,7.0,0.0,1.0,136.55562165,3.0,26.0,35.565296678
0,12000,84172.0,123415.0,9.0,0.0,0.0,139.01844935,1.0,21.0,38.582669884
0,12000,63019.0,74204.0,6.0,0.0,0.0,98.591738332,2.0,14.0,24.490438355
0,22300,60513.0,111713.0,15.0,0.0,3.0,291.61871998,1.0,35.0,27.705170635
0,13500,88738.0,114815.0,9.0,0.0,0.0,239.74372086,0.0,12.0,41.077117828
0,8600,57727.0,70828.0,5.0,0.0,0.0,87.845310974,3.0,19.0,41.75352499
0,10100,93085.0,110069.0,13.0,0.0,0.0,206.799179,3.0,16.0,40.569897059
0,14000,43173.0,65985.0,5.0,0.0,0.0,215.98589471,3.0,18.0,37.148691731
0,7600,58622.0,77726.0,15.0,0.0,0.0,249.63376067,2.0,36.0,34.882066439
0,14500,41911.0,54985.0,4.0,0.0,0.0,254.66452576,0.0,35.0,38.724679607
0,17700,111612.0,128416.0,14.0,0.0,0.0,169.73348753,0.0,17.0,39.770628448000004
0,12700,53199.0,82567.0,3.0,0.0,1.0,185.32503543,0.0,13.0,27.390380405
0,39700,146341.0,208296.0,5.0,0.0,0.0,139.4367339,0.0,31.0,35.459160501
0,15800,51163.0,157644.0,19.0,0.0,0.0,239.22478943,0.0,28.0,20.747520522000002
0,18400,94280.0,122172.0,23.0,0.0,0.0,280.04883361,2.0,16.0,33.363528658
0,28600,85174.0,127306.0,1.0,0.0,0.0,193.07391349,1.0,24.0,40.656248579
0,19200,31307.0,60202.0,18.0,0.0,0.0,170.5812991,1.0,20.0,35.600544953
0,7000,52287.0,87972.0,7.0,0.0,0.0,211.28441317,1.0,24.0,33.461402248
0,7400,32832.0,50798.0,10.0,0.0,0.0,221.33842080000002,1.0,31.0,36.009421486
0,12500,55228.0,66569.0,3.0,0.0,0.0,198.81516721,1.0,17.0,27.996872759000002
0,11200,56842.0,66710.0,6.0,0.0,0.0,144.79522043,0.0,17.0,33.8858765
0,12100,18728.0,34443.0,9.0,0.0,0.0,117.64828293,0.0,10.0,21.589836378
0,25500,26603.0,64347.0,1.0,0.0,0.0,117.43236504,1.0,6.0,39.257912029
0,13500,71698.0,93536.0,6.0,0.0,0.0,202.46588178,2.0,19.0,42.814734648000005
0,28200,148455.0,191419.0,1.0,0.0,0.0,186.98304288,0.0,17.0,39.563303075
0,12500,66163.0,83727.0,4.0,1.0,2.0,176.93524748,3.0,30.0,36.774639954
0,18300,63351.0,87645.0,1.0,0.0,0.0,324.61464700000005,3.0,15.0,43.90230255
0,24600,71862.0,94704.0,1.0,0.0,0.0,93.261713389,2.0,29.0,35.290583198
0,23200,96043.0,140090.0,21.0,0.0,0.0,162.64043049,0.0,24.0,39.205100427
0,22000,70139.0,95042.0,2.0,0.0,0.0,97.908582906,2.0,29.0,32.524528239
0,11700,78157.0,103016.0,1.0,0.0,0.0,69.80569766800001,2.0,24.0,38.448387115
0,8400,75912.0,95329.0,18.0,0.0,1.0,294.16422462,0.0,24.0,38.641804544
0,11000,56795.0,70014.0,3.0,0.0,1.0,319.79577127,0.0,10.0,33.596170858
0,13000,78766.0,106450.0,6.0,0.0,0.0,107.95131167,0.0,26.0,24.870993881999997
0,17500,51102.0,69532.0,5.0,0.0,0.0,108.31608023,2.0,49.0,31.495945715
0,18300,121001.0,210685.0,2.0,0.0,0.0,192.97728543,0.0,16.0,26.860500326
0,23600,36438.0,80176.0,10.0,0.0,0.0,289.70153888,0.0,19.0,39.929954554
0,10600,47701.0,66500.0,10.0,0.0,0.0,103.01428965,0.0,23.0,37.310006097
0,11900,56792.0,64130.0,13.0,0.0,0.0,118.61259022,1.0,18.0,32.665746304
0,15600,75701.0,106389.0,0.0,0.0,0.0,278.68039442,2.0,21.0,40.108259064
0,13100,70368.0,87407.0,2.0,0.0,0.0,232.99471273,3.0,26.0,29.66798564
0,24300,55579.0,98320.0,1.0,0.0,0.0,187.02181081,0.0,26.0,33.473373585
0,12000,84191.0,100654.0,0.0,0.0,0.0,79.677885378,1.0,20.0,33.773303262
0,22300,133995.0,281186.0,2.0,0.0,0.0,181.15398818,0.0,15.0,28.899299611
0,18300,40018.0,65355.0,16.0,1.0,0.0,287.97462979,0.0,21.0,28.362882965
0,13700,86161.0,106737.0,22.0,0.0,0.0,135.33270363,4.0,23.0,29.409524029
0,23600,56023.0,83659.0,5.0,0.0,0.0,267.75553453,2.0,25.0,32.200781329
0,9100,24721.0,34462.0,1.0,0.0,0.0,28.100520363,9.0,7.0,27.520682166999997
0,12800,85251.0,114023.0,1.0,1.0,2.0,143.68279591,0.0,33.0,31.913272413
0,65800,71611.0,146689.0,8.0,0.0,1.0,132.84662311,0.0,11.0,41.7807059
0,8100,48781.0,50434.0,5.0,0.0,0.0,75.635047684,0.0,18.0,24.545192136999997
0,5000,66839.0,87168.0,4.0,0.0,0.0,122.59722258,0.0,15.0,40.616779346
0,26900,72848.0,101736.0,10.0,0.0,0.0,131.4096343,0.0,21.0,36.369027462
0,12500,79900.0,94660.0,19.0,0.0,0.0,252.34969818,10.0,24.0,35.800492028
0,13400,53699.0,68084.0,3.0,0.0,0.0,169.85244928,0.0,14.0,25.10971349
0,26300,118304.0,177819.0,17.0,0.0,0.0,299.21725229,1.0,30.0,34.368269329
0,10200,80969.0,100937.0,9.0,0.0,0.0,168.74982105,4.0,21.0,39.698429807
0,30500,108736.0,147531.0,13.0,0.0,0.0,228.61035912,1.0,40.0,43.12276156
0,10300,75483.0,99345.0,3.0,0.0,0.0,133.79051006,0.0,25.0,34.887236085
0,9400,61185.0,65302.0,1.0,0.0,2.0,117.17100444,2.0,18.0,35.611943876
0,79900,18363.0,109675.0,27.0,0.0,1.0,132.76672403,0.0,13.0,31.642335073
0,18200,13925.0,94898.0,22.0,0.0,0.0,223.90191801,2.0,41.0,35.998225405
0,15300,65298.0,94301.0,1.0,0.0,0.0,150.49986791,4.0,19.0,31.35764214
0,7300,139348.0,205981.0,1.0,0.0,0.0,60.424760757,2.0,22.0,36.812290634
0,21200,67272.0,107667.0,5.0,0.0,0.0,224.12044079,0.0,12.0,30.510532094000002
0,65200,71151.0,143960.0,10.0,0.0,0.0,128.78051428,0.0,12.0,43.191163412
0,17300,90768.0,116052.0,13.0,0.0,0.0,120.24142622,2.0,9.0,35.81087795
0,27200,61000.0,104044.0,16.0,0.0,1.0,141.98123448,0.0,30.0,39.546507583
0,62900,119903.0,201928.0,9.0,0.0,0.0,297.30748082,1.0,25.0,37.636502449
0,12600,67860.0,103426.0,9.0,0.0,0.0,202.15263385,0.0,20.0,18.347529385
0,20400,38267.0,68684.0,12.0,0.0,1.0,121.45336289,0.0,22.0,42.206433219000004
0,47700,93909.0,154158.0,14.0,0.0,0.0,227.2282602,8.0,19.0,41.338124724000004
0,18700,110292.0,132953.0,7.0,0.0,0.0,105.42488759999999,0.0,14.0,30.552752321
0,20200,25956.0,92553.0,7.0,0.0,0.0,156.26932030000003,0.0,21.0,28.290439504000002
0,13900,11413.0,81273.0,7.0,0.0,0.0,239.08369595,0.0,14.0,19.626149514
0,23600,140284.0,182591.0,21.0,0.0,0.0,224.94134673,0.0,24.0,41.871755799
0,42600,22446.0,66485.0,17.0,0.0,0.0,204.20363317,0.0,30.0,41.156275936
0,21400,49459.0,69461.0,25.0,0.0,0.0,314.6389579,2.0,32.0,35.982083645
0,17500,46636.0,72908.0,7.0,0.0,0.0,110.23090719,3.0,15.0,41.512292086
0,14900,48649.0,81342.0,3.0,0.0,0.0,110.05673141,0.0,8.0,28.802398700999998
0,20700,110307.0,140902.0,13.0,0.0,1.0,243.32391625,0.0,24.0,41.336740096999996
0,17700,82302.0,111228.0,4.0,0.0,0.0,118.45590359999998,0.0,25.0,37.160561204000004
0,5700,28127.0,36524.0,10.0,0.0,0.0,181.28295679,0.0,13.0,24.339533569
0,8500,78346.0,82226.0,22.0,0.0,0.0,320.34954262,1.0,47.0,30.199399523
